,record_id,user_id,age,gender,region_name,urban_level,is_internet_user,isp,connection_type,tariff_name,daily_hours,usage_purpose,monthly_cost_egp,download_speed_mbps,year,Reason_Not_Using_Internet,Age_Group,Internet_Speed_In_Region
188,189,189,27,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 20GB,6.0,Streaming,140,15,2021,IS_Internet_User,25-34,12.0
189,190,190,21,Female,Cairo,0.95,0,Etisalat,,,0.0,,0,0,2020,Low digital literacy,15-24,15.8
190,191,191,44,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 20GB,4.6,News,130,15,2016,IS_Internet_User,35-44,12.0
191,192,192,29,Male,Alexandria,0.92,1,WE,Fixed Broadband,WE Gold,5.9,Streaming,700,100,2023,IS_Internet_User,25-34,13.7
192,193,193,16,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,5.8,Streaming,350,30,2023,IS_Internet_User,15-24,15.8
193,194,194,29,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.3,Streaming,450,40,2019,IS_Internet_User,25-34,17.1
194,195,195,48,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,4.2,Communication,200,20,2022,IS_Internet_User,45-54,14.0
195,196,196,31,Female,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.7,Streaming,450,40,2016,IS_Internet_User,25-34,17.1
196,197,197,31,Male,Cairo,0.95,1,WE,Fixed Broadband,WE Start,6.2,Social Media,140,10,2020,IS_Internet_User,25-34,15.8
197,198,198,44,Female,Alexandria,0.92,1,WE,Fixed Broadband,WE Gold,4.8,News,700,100,2015,IS_Internet_User,35-44,13.7
198,199,199,50,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 40GB,3.1,Communication,260,25,2016,IS_Internet_User,45-54,12.0
199,200,200,21,Male,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 80GB,7.3,Gaming,410,40,2021,IS_Internet_User,15-24,17.1
200,201,201,19,Male,Giza,0.9,0,No is Sim Owner,,,0.0,,0,0,2016,Cannot afford device,15-24,17.1
201,202,202,43,Male,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2020,Physical disability,35-44,14.0
202,203,203,30,Male,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2018,Low digital literacy,25-34,12.0
203,204,204,58,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 80GB,2.0,News,410,40,2017,IS_Internet_User,55+,15.8
204,205,205,52,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2024,Physical disability,45-54,14.0
205,206,206,44,Female,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2017,No internet coverage,35-44,12.0
206,207,207,22,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,4.9,Streaming,200,20,2020,IS_Internet_User,15-24,13.7
207,208,208,53,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 20GB,2.7,News,120,10,2016,IS_Internet_User,45-54,13.7
208,209,209,36,Male,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Plus,5.0,Streaming,350,50,2022,IS_Internet_User,35-44,13.7
209,210,210,44,Male,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 40GB,4.8,Work,230,25,2022,IS_Internet_User,35-44,17.1
210,211,211,58,Male,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2023,Physical disability,55+,12.0
211,212,212,27,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,4.3,Social Media,260,25,2020,IS_Internet_User,25-34,14.0
212,213,213,66,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,3.1,Communication,200,20,2020,IS_Internet_User,55+,17.1
213,214,214,46,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,3.3,News,200,20,2020,IS_Internet_User,45-54,14.0
214,215,215,26,Female,Cairo,0.95,1,WE,Fixed Broadband,WE Silver,5.8,Work,400,50,2017,IS_Internet_User,25-34,15.8
215,216,216,34,Female,Cairo,0.95,1,WE,Fixed Broadband,WE Gold,6.7,Work,700,100,2017,IS_Internet_User,25-34,15.8
216,217,217,53,Female,Delta,0.6,1,Etisalat,Fixed Broadband,Etisalat Extreme,3.4,News,620,100,2019,IS_Internet_User,45-54,14.0
217,218,218,37,Male,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.5,News,230,25,2017,IS_Internet_User,35-44,17.1
218,219,219,57,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 80GB,2.4,News,450,40,2020,IS_Internet_User,55+,14.0
219,220,220,24,Male,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,5.0,Social Media,140,15,2022,IS_Internet_User,15-24,17.1
220,221,221,15,Male,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2022,Cannot afford device,15-24,14.0
221,222,222,24,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,5.5,Social Media,240,25,2019,IS_Internet_User,15-24,14.0
222,223,223,52,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.8,News,450,40,2022,IS_Internet_User,45-54,15.8
223,224,224,39,Female,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2017,Cannot afford device,35-44,13.7
224,225,225,61,Female,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2015,Cannot afford device,55+,15.8
225,226,226,42,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,5.3,Work,120,10,2019,IS_Internet_User,35-44,14.0
226,227,227,46,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,4.2,News,350,30,2016,IS_Internet_User,45-54,17.1
227,228,228,18,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,7.1,Gaming,150,15,2023,IS_Internet_User,15-24,12.0
228,229,229,50,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 40GB,3.1,News,260,25,2016,IS_Internet_User,45-54,12.0
229,230,230,75,Female,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Home,2.2,Communication,190,30,2017,IS_Internet_User,55+,15.8
230,231,231,52,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,3.5,Communication,140,15,2017,IS_Internet_User,45-54,15.8
231,232,232,53,Female,Delta,0.6,0,Etisalat,,,0.0,,0,0,2016,No internet coverage,45-54,14.0
232,233,233,49,Female,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,3.1,News,140,15,2016,IS_Internet_User,45-54,15.8
233,234,234,46,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 80GB,4.3,Communication,350,30,2017,IS_Internet_User,45-54,13.7
234,235,235,39,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,4.2,Streaming,120,10,2016,IS_Internet_User,35-44,14.0
235,236,236,43,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 80GB,5.8,Streaming,420,40,2021,IS_Internet_User,35-44,15.8
236,237,237,70,Male,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 40GB,1.7,News,230,25,2020,IS_Internet_User,55+,17.1
237,238,238,57,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,2.2,News,350,30,2017,IS_Internet_User,55+,14.0
238,239,239,15,Female,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.8,Streaming,450,40,2022,IS_Internet_User,15-24,17.1
239,240,240,75,Female,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2015,Cannot afford device,55+,15.8
240,241,241,49,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,3.0,News,120,10,2023,IS_Internet_User,45-54,14.0
241,242,242,51,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,4.7,Communication,400,50,2019,IS_Internet_User,45-54,14.0
242,243,243,30,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 80GB,6.4,Streaming,420,40,2020,IS_Internet_User,25-34,15.8
243,244,244,31,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.4,Work,260,25,2022,IS_Internet_User,25-34,14.0
244,245,245,70,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 40GB,2.3,News,230,25,2016,IS_Internet_User,55+,14.0
245,246,246,41,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 80GB,4.8,Work,410,40,2016,IS_Internet_User,35-44,12.0
246,247,247,65,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,2.8,News,350,30,2022,IS_Internet_User,55+,17.1
247,248,248,30,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.4,Social Media,230,25,2019,IS_Internet_User,25-34,14.0
248,249,249,75,Female,Upper Egypt,0.4,1,Orange,Fixed Broadband,Orange Home,3.3,Communication,180,30,2020,IS_Internet_User,55+,12.0
249,250,250,43,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 20GB,5.1,Work,130,15,2015,IS_Internet_User,35-44,14.0
250,251,251,47,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,2.8,News,200,20,2024,IS_Internet_User,45-54,14.0
251,252,252,27,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,5.9,Work,200,20,2024,IS_Internet_User,25-34,12.0
252,253,253,27,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,5.5,Social Media,350,30,2015,IS_Internet_User,25-34,17.1
253,254,254,17,Female,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,6.2,Social Media,450,40,2022,IS_Internet_User,15-24,17.1
254,255,255,48,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,4.6,Communication,200,20,2016,IS_Internet_User,45-54,17.1
255,256,256,22,Male,Delta,0.6,0,WE,,,0.0,,0,0,2020,No internet coverage,15-24,14.0
256,257,257,40,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,5.0,News,200,20,2017,IS_Internet_User,35-44,14.0
257,258,258,40,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,4.4,Work,120,10,2022,IS_Internet_User,35-44,15.8
258,259,259,25,Male,Delta,0.6,1,Orange,Fixed Broadband,Orange Extra,5.4,Work,330,50,2024,IS_Internet_User,25-34,14.0
259,260,260,16,Female,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.1,Social Media,450,40,2021,IS_Internet_User,15-24,17.1
260,261,261,24,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.9,Gaming,450,40,2023,IS_Internet_User,15-24,12.0
261,262,262,66,Male,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Bronze,2.0,Communication,250,30,2021,IS_Internet_User,55+,12.0
262,263,263,23,Female,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,7.4,Gaming,140,15,2017,IS_Internet_User,15-24,15.8
263,264,264,37,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,4.0,News,200,20,2016,IS_Internet_User,35-44,14.0
264,265,265,29,Female,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2017,No internet coverage,25-34,12.0
265,266,266,29,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.8,Work,450,40,2017,IS_Internet_User,25-34,15.8
266,267,267,44,Male,Delta,0.6,1,Etisalat,Fixed Broadband,Etisalat Extreme,5.3,News,620,100,2016,IS_Internet_User,35-44,14.0
267,268,268,35,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,5.6,Work,200,20,2024,IS_Internet_User,35-44,14.0
268,269,269,25,Female,Delta,0.6,0,Orange,,,0.0,,0,0,2019,No internet coverage,25-34,14.0
269,270,270,32,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 40GB,4.8,Work,230,25,2015,IS_Internet_User,25-34,12.0
270,271,271,60,Male,Alexandria,0.92,1,Orange,Mobile Data,Orange Go 20GB,2.3,News,140,15,2020,IS_Internet_User,55+,13.7
271,272,272,65,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,2.7,Communication,200,20,2023,IS_Internet_User,55+,12.0
272,273,273,72,Male,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Basic,1.9,News,200,30,2017,IS_Internet_User,55+,17.1
273,274,274,16,Female,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2018,Low digital literacy,15-24,12.0
274,275,275,60,Female,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2018,Cannot afford device,55+,12.0
275,276,276,60,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,2.5,News,200,20,2015,IS_Internet_User,55+,13.7
276,277,277,16,Male,Alexandria,0.92,0,WE,,,0.0,,0,0,2018,No perceived need,15-24,13.7
277,278,278,34,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.1,Social Media,230,25,2019,IS_Internet_User,25-34,15.8
278,279,279,33,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,4.2,Work,150,15,2021,IS_Internet_User,25-34,15.8
279,280,280,50,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,2.8,News,450,40,2016,IS_Internet_User,45-54,15.8
280,281,281,21,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,6.3,Social Media,240,25,2017,IS_Internet_User,15-24,14.0
281,282,282,36,Female,Delta,0.6,1,Vodafone,Fixed Broadband,Vodafone Plus,4.4,Streaming,350,50,2017,IS_Internet_User,35-44,14.0
282,283,283,18,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 20GB,6.4,Social Media,120,10,2020,IS_Internet_User,15-24,13.7
283,284,284,70,Female,Cairo,0.95,1,WE,Fixed Broadband,WE Bronze,2.5,News,250,30,2017,IS_Internet_User,55+,15.8
284,285,285,31,Female,Delta,0.6,1,WE,Fixed Broadband,WE Silver,6.9,Streaming,400,50,2024,IS_Internet_User,25-34,14.0
285,286,286,64,Female,Cairo,0.95,0,Vodafone,,,0.0,,0,0,2016,Low digital literacy,55+,15.8
286,287,287,31,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.9,Streaming,450,40,2024,IS_Internet_User,25-34,14.0
287,288,288,22,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,5.6,Social Media,350,30,2024,IS_Internet_User,15-24,14.0
288,289,289,70,Male,Delta,0.6,1,WE,Fixed Broadband,WE Gold,2.4,News,700,100,2015,IS_Internet_User,55+,14.0
289,290,290,24,Male,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2022,Physical disability,15-24,15.8
290,291,291,40,Male,Alexandria,0.92,0,Vodafone,,,0.0,,0,0,2021,No internet coverage,35-44,13.7
291,292,292,71,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,3.0,News,350,30,2023,IS_Internet_User,55+,12.0
292,293,293,28,Female,Upper Egypt,0.4,1,Vodafone,Fixed Broadband,Vodafone Plus,5.8,Streaming,350,50,2017,IS_Internet_User,25-34,12.0
293,294,294,22,Female,Giza,0.9,1,Etisalat,Fixed Broadband,Etisalat Power,7.7,Gaming,340,50,2024,IS_Internet_User,15-24,17.1
294,295,295,42,Female,Giza,0.9,0,No is Sim Owner,,,0.0,,0,0,2018,Physical disability,35-44,17.1
295,296,296,49,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,4.4,Communication,420,40,2022,IS_Internet_User,45-54,14.0
296,297,297,50,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,3.8,News,350,30,2024,IS_Internet_User,45-54,12.0
297,298,298,33,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,5.2,Work,200,20,2019,IS_Internet_User,25-34,12.0
298,299,299,25,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,4.9,Work,200,20,2022,IS_Internet_User,25-34,14.0
299,300,300,48,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,3.2,Communication,400,50,2018,IS_Internet_User,45-54,14.0
300,301,301,35,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,4.9,News,350,30,2021,IS_Internet_User,35-44,14.0
301,302,302,30,Male,Cairo,0.95,1,Vodafone,Fixed Broadband,Vodafone Basic,5.9,Streaming,200,30,2021,IS_Internet_User,25-34,15.8
302,303,303,52,Female,Cairo,0.95,0,WE,,,0.0,,0,0,2020,Low digital literacy,45-54,15.8
303,304,304,19,Male,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2024,Physical disability,15-24,12.0
304,305,305,18,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,6.2,Gaming,120,10,2021,IS_Internet_User,15-24,14.0
305,306,306,27,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 40GB,6.6,Work,240,25,2019,IS_Internet_User,25-34,15.8
306,307,307,25,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,4.1,Streaming,120,10,2019,IS_Internet_User,25-34,14.0
307,308,308,22,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,7.7,Social Media,200,20,2023,IS_Internet_User,15-24,14.0
308,309,309,52,Female,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Silver,3.4,News,400,50,2019,IS_Internet_User,45-54,12.0
309,310,310,37,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,3.2,Streaming,200,20,2017,IS_Internet_User,35-44,17.1
310,311,311,74,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 40GB,3.0,News,230,25,2021,IS_Internet_User,55+,12.0
311,312,312,16,Male,Cairo,0.95,1,Orange,Fixed Broadband,Orange Extra,5.6,Streaming,330,50,2019,IS_Internet_User,15-24,15.8
312,313,313,31,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,4.9,Work,400,50,2019,IS_Internet_User,25-34,14.0
313,314,314,30,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,5.9,Streaming,150,15,2021,IS_Internet_User,25-34,15.8
314,315,315,43,Female,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.6,Work,230,25,2020,IS_Internet_User,35-44,12.0
315,316,316,24,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.3,Social Media,260,25,2021,IS_Internet_User,15-24,12.0
316,317,317,33,Male,Delta,0.6,1,Vodafone,Fixed Broadband,Vodafone Max,7.4,Work,650,100,2024,IS_Internet_User,25-34,14.0
317,318,318,16,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,6.2,Streaming,200,20,2015,IS_Internet_User,15-24,14.0
318,319,319,53,Female,Cairo,0.95,1,WE,Fixed Broadband,WE Bronze,4.5,Communication,250,30,2016,IS_Internet_User,45-54,15.8
319,320,320,38,Female,Alexandria,0.92,1,WE,Fixed Broadband,WE Gold,5.9,Work,700,100,2017,IS_Internet_User,35-44,13.7
320,321,321,23,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,6.0,Social Media,350,30,2015,IS_Internet_User,15-24,14.0
321,322,322,41,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,3.7,Work,120,10,2021,IS_Internet_User,35-44,15.8
322,323,323,66,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,2.7,News,120,10,2022,IS_Internet_User,55+,14.0
323,324,324,45,Female,Cairo,0.95,1,Vodafone,Fixed Broadband,Vodafone Basic,3.4,Communication,200,30,2020,IS_Internet_User,45-54,15.8
324,325,325,41,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 40GB,4.3,Work,230,25,2020,IS_Internet_User,35-44,12.0
325,326,326,46,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,3.0,News,350,30,2015,IS_Internet_User,45-54,14.0
326,327,327,45,Female,Alexandria,0.92,1,Orange,Fixed Broadband,Orange Ultra,5.3,News,600,100,2018,IS_Internet_User,45-54,13.7
327,328,328,28,Male,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Home,5.5,Work,190,30,2015,IS_Internet_User,25-34,15.8
328,329,329,41,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,4.6,Streaming,150,15,2016,IS_Internet_User,35-44,12.0
329,330,330,54,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,3.0,News,420,40,2015,IS_Internet_User,45-54,14.0
330,331,331,21,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,5.9,Social Media,120,10,2018,IS_Internet_User,15-24,14.0
331,332,332,73,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,2.3,News,350,30,2019,IS_Internet_User,55+,14.0
332,333,333,37,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2019,Cannot afford device,35-44,14.0
333,334,334,63,Male,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2021,Low digital literacy,55+,12.0
334,335,335,33,Female,Upper Egypt,0.4,0,Orange,,,0.0,,0,0,2023,No perceived need,25-34,12.0
335,336,336,30,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,5.9,Work,200,20,2018,IS_Internet_User,25-34,13.7
336,337,337,28,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,5.0,Social Media,240,25,2021,IS_Internet_User,25-34,14.0
337,338,338,72,Male,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Plus,2.6,Communication,350,50,2022,IS_Internet_User,55+,17.1
338,339,339,20,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,4.8,Streaming,120,10,2024,IS_Internet_User,15-24,14.0
339,340,340,24,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 80GB,5.0,Social Media,410,40,2022,IS_Internet_User,15-24,15.8
340,341,341,61,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.9,News,150,15,2016,IS_Internet_User,55+,17.1
341,342,342,22,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 80GB,7.5,Streaming,450,40,2023,IS_Internet_User,15-24,14.0
342,343,343,20,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,7.1,Social Media,350,30,2019,IS_Internet_User,15-24,17.1
343,344,344,66,Female,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 20GB,2.4,News,130,15,2020,IS_Internet_User,55+,13.7
344,345,345,18,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 80GB,5.9,Social Media,350,30,2015,IS_Internet_User,15-24,13.7
345,346,346,19,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2019,Cannot afford device,15-24,14.0
346,347,347,27,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,4.8,Streaming,350,30,2023,IS_Internet_User,25-34,17.1
347,348,348,75,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,3.2,News,200,20,2022,IS_Internet_User,55+,17.1
348,349,349,47,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,4.1,Communication,120,10,2017,IS_Internet_User,45-54,17.1
349,350,350,43,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,5.7,Work,420,40,2015,IS_Internet_User,35-44,12.0
350,351,351,35,Male,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Bronze,4.2,Work,250,30,2015,IS_Internet_User,35-44,12.0
351,352,352,48,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,3.8,Communication,350,30,2022,IS_Internet_User,45-54,17.1
352,353,353,25,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,4.1,Social Media,150,15,2023,IS_Internet_User,25-34,14.0
353,354,354,29,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,4.3,Streaming,350,30,2016,IS_Internet_User,25-34,12.0
354,355,355,26,Female,Giza,0.9,0,Etisalat,,,0.0,,0,0,2020,Low digital literacy,25-34,17.1
355,356,356,29,Male,Cairo,0.95,1,WE,Fixed Broadband,WE Gold,6.8,Streaming,700,100,2018,IS_Internet_User,25-34,15.8
356,357,357,19,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 80GB,7.0,Gaming,450,40,2016,IS_Internet_User,15-24,12.0
357,358,358,67,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,2.2,News,120,10,2016,IS_Internet_User,55+,14.0
358,359,359,22,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,7.3,Streaming,240,25,2023,IS_Internet_User,15-24,14.0
359,360,360,15,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,5.5,Streaming,350,30,2019,IS_Internet_User,15-24,12.0
360,361,361,56,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,3.1,Communication,200,20,2017,IS_Internet_User,55+,14.0
361,362,362,50,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,2.6,Communication,120,10,2016,IS_Internet_User,45-54,15.8
362,363,363,49,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,3.0,Communication,200,20,2021,IS_Internet_User,45-54,17.1
363,364,364,59,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.8,News,150,15,2015,IS_Internet_User,55+,14.0
364,365,365,16,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 40GB,6.0,Social Media,240,25,2020,IS_Internet_User,15-24,12.0
365,366,366,35,Female,Delta,0.6,0,Orange,,,0.0,,0,0,2022,No perceived need,35-44,14.0
366,367,367,62,Female,Upper Egypt,0.4,1,Orange,Fixed Broadband,Orange Extra,2.3,News,330,50,2016,IS_Internet_User,55+,12.0
367,368,368,44,Male,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 20GB,3.8,Work,130,15,2021,IS_Internet_User,35-44,17.1
368,369,369,27,Female,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Basic,6.0,Streaming,200,30,2022,IS_Internet_User,25-34,17.1
369,370,370,30,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 20GB,6.0,Work,130,15,2023,IS_Internet_User,25-34,15.8
370,371,371,33,Male,Cairo,0.95,0,Orange,,,0.0,,0,0,2020,Low digital literacy,25-34,15.8
371,372,372,33,Male,Delta,0.6,1,Orange,Fixed Broadband,Orange Extra,4.8,Social Media,330,50,2019,IS_Internet_User,25-34,14.0
372,373,373,51,Male,Cairo,0.95,1,Vodafone,Fixed Broadband,Vodafone Max,4.4,Communication,650,100,2024,IS_Internet_User,45-54,15.8
373,374,374,71,Female,Giza,0.9,1,WE,Fixed Broadband,WE Bronze,2.0,News,250,30,2022,IS_Internet_User,55+,17.1
374,375,375,47,Male,Alexandria,0.92,1,Orange,Fixed Broadband,Orange Extra,3.0,News,330,50,2020,IS_Internet_User,45-54,13.7
375,376,376,39,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,5.5,News,200,20,2022,IS_Internet_User,35-44,14.0
376,377,377,46,Female,Cairo,0.95,1,Orange,Mobile Data,Orange Go 40GB,3.0,Communication,240,25,2020,IS_Internet_User,45-54,15.8
377,378,378,42,Male,Upper Egypt,0.4,1,Orange,Fixed Broadband,Orange Ultra,5.0,Work,600,100,2019,IS_Internet_User,35-44,12.0
